0	0	0
0	1	0
0	2	0
0	3	0
0	4	0
0	5	0
0	6	0
0	7	0
0	8	0
0	9	0
0	10	0
0	11	0
0	12	0
0	13	0
0	14	0
0	15	0
0	16	0
0	17	0
0	18	0
0	19	0
0	20	0
0	21	0
0	22	0
0	23	0
0	24	0
0	25	0
0	26	0
0	27	0
0	28	0
0	29	0
0	30	0
0	31	0
0	32	0
0	33	0
0	34	0
0	35	0
0	36	0
0	37	0
0	38	0
0	39	0
0	40	0
0	41	0
0	42	0
0	43	0
0	44	0
0	45	0
0	46	0
0	47	0
0	48	0
0	49	0
0	50	0
0	51	0
0	52	0
0	53	0
0	54	0
0	55	0
0	56	0
0	57	0
0	58	0
0	59	0
0	60	0
0	61	0
0	62	0
0	63	0
0	64	0
0	65	0
0	66	0
0	67	0
0	68	0
0	69	0
0	70	0
0	71	0
0	72	0
0	73	0
0	74	0
0	75	0
0	76	0
0	77	0
0	78	0
0	79	0
0	80	0
0	81	0
0	82	0
0	83	0
0	84	0
0	85	0
0	86	0
0	87	0
0	88	0
0	89	0
0	90	0
0	91	0
0	92	0
0	93	0
0	94	0
0	95	0
0	96	0
0	97	0
0	98	0
0	99	0
1	0	0
1	1	0.00031097
1	2	0.000621632
1	3	0.000931681
1	4	0.00124081
1	5	0.00154872
1	6	0.00185509
1	7	0.00215964
1	8	0.00246205
1	9	0.00276204
1	10	0.0030593
1	11	0.00335354
1	12	0.00364447
1	13	0.0039318
1	14	0.00421526
1	15	0.00449455
1	16	0.00476941
1	17	0.00503956
1	18	0.00530474
1	19	0.00556468
1	20	0.00581913
1	21	0.00606784
1	22	0.00631056
1	23	0.00654705
1	24	0.00677708
1	25	0.00700043
1	26	0.00721686
1	27	0.00742617
1	28	0.00762816
1	29	0.00782261
1	30	0.00800935
1	31	0.00818818
1	32	0.00835893
1	33	0.00852143
1	34	0.00867552
1	35	0.00882105
1	36	0.00895788
1	37	0.00908586
1	38	0.00920488
1	39	0.00931481
1	40	0.00941555
1	41	0.009507
1	42	0.00958907
1	43	0.00966167
1	44	0.00972474
1	45	0.00977821
1	46	0.00982203
1	47	0.00985616
1	48	0.00988056
1	49	0.00989521
1	50	0.0099001
1	51	0.00989521
1	52	0.00988056
1	53	0.00985616
1	54	0.00982203
1	55	0.00977821
1	56	0.00972474
1	57	0.00966167
1	58	0.00958907
1	59	0.009507
1	60	0.00941555
1	61	0.00931481
1	62	0.00920488
1	63	0.00908586
1	64	0.00895788
1	65	0.00882105
1	66	0.00867552
1	67	0.00852143
1	68	0.00835893
1	69	0.00818818
1	70	0.00800935
1	71	0.00782261
1	72	0.00762816
1	73	0.00742617
1	74	0.00721686
1	75	0.00700043
1	76	0.00677708
1	77	0.00654705
1	78	0.00631056
1	79	0.00606784
1	80	0.00581913
1	81	0.00556468
1	82	0.00530474
1	83	0.00503956
1	84	0.00476941
1	85	0.00449455
1	86	0.00421526
1	87	0.0039318
1	88	0.00364447
1	89	0.00335354
1	90	0.0030593
1	91	0.00276204
1	92	0.00246205
1	93	0.00215964
1	94	0.00185509
1	95	0.00154872
1	96	0.00124081
1	97	0.000931681
1	98	0.000621601
1	99	0
2	0	6.15408e-08
2	1	0.000615654
2	2	0.0012307
2	3	0.00184453
2	4	0.00245654
2	5	0.00306613
2	6	0.00367269
2	7	0.00427563
2	8	0.00487435
2	9	0.00546825
2	10	0.00605676
2	11	0.0066393
2	12	0.00721528
2	13	0.00778414
2	14	0.00834531
2	15	0.00889826
2	16	0.00944242
2	17	0.00997726
2	18	0.0105023
2	19	0.0110169
2	20	0.0115206
2	21	0.012013
2	22	0.0124936
2	23	0.0129618
2	24	0.0134172
2	25	0.0138594
2	26	0.0142879
2	27	0.0147022
2	28	0.0151021
2	29	0.0154871
2	30	0.0158568
2	31	0.0162109
2	32	0.0165489
2	33	0.0168706
2	34	0.0171757
2	35	0.0174638
2	36	0.0177347
2	37	0.0179881
2	38	0.0182237
2	39	0.0184414
2	40	0.0186408
2	41	0.0188218
2	42	0.0189843
2	43	0.0191281
2	44	0.0192529
2	45	0.0193588
2	46	0.0194455
2	47	0.0195131
2	48	0.0195614
2	49	0.0195904
2	50	0.0196001
2	51	0.0195904
2	52	0.0195614
2	53	0.0195131
2	54	0.0194455
2	55	0.0193588
2	56	0.0192529
2	57	0.0191281
2	58	0.0189843
2	59	0.0188218
2	60	0.0186408
2	61	0.0184414
2	62	0.0182237
2	63	0.0179881
2	64	0.0177347
2	65	0.0174638
2	66	0.0171757
2	67	0.0168706
2	68	0.0165489
2	69	0.0162109
2	70	0.0158568
2	71	0.0154871
2	72	0.0151021
2	73	0.0147022
2	74	0.0142879
2	75	0.0138594
2	76	0.0134172
2	77	0.0129618
2	78	0.0124936
2	79	0.012013
2	80	0.0115206
2	81	0.0110169
2	82	0.0105023
2	83	0.00997726
2	84	0.00944242
2	85	0.00889826
2	86	0.00834531
2	87	0.00778414
2	88	0.00721528
2	89	0.0066393
2	90	0.00605676
2	91	0.00546825
2	92	0.00487435
2	93	0.00427563
2	94	0.00367269
2	95	0.00306613
2	96	0.00245654
2	97	0.00184453
2	98	0.00123064
2	99	0
3	0	0
3	1	0.000914056
3	2	0.00182721
3	3	0.00273856
3	4	0.00364721
3	5	0.00455226
3	6	0.00545281
3	7	0.00634799
3	8	0.0072369
3	9	0.00811867
3	10	0.00899242
3	11	0.0098573
3	12	0.0107125
3	13	0.011557
3	14	0.0123902
3	15	0.0132112
3	16	0.0140191
3	17	0.0148132
3	18	0.0155926
3	19	0.0163567
3	20	0.0171046
3	21	0.0178357
3	22	0.0185491
3	23	0.0192442
3	24	0.0199204
3	25	0.0205769
3	26	0.0212131
3	27	0.0218283
3	28	0.022422
3	29	0.0229936
3	30	0.0235425
3	31	0.0240681
3	32	0.02457
3	33	0.0250477
3	34	0.0255006
3	35	0.0259284
3	36	0.0263306
3	37	0.0267067
3	38	0.0270566
3	39	0.0273797
3	40	0.0276758
3	41	0.0279446
3	42	0.0281859
3	43	0.0283993
3	44	0.0285847
3	45	0.0287418
3	46	0.0288706
3	47	0.0289709
3	48	0.0290427
3	49	0.0290857
3	50	0.0291001
3	51	0.0290857
3	52	0.0290427
3	53	0.0289709
3	54	0.0288706
3	55	0.0287418
3	56	0.0285847
3	57	0.0283993
3	58	0.0281859
3	59	0.0279446
3	60	0.0276758
3	61	0.0273797
3	62	0.0270566
3	63	0.0267067
3	64	0.0263306
3	65	0.0259284
3	66	0.0255006
3	67	0.0250477
3	68	0.02457
3	69	0.0240681
3	70	0.0235425
3	71	0.0229936
3	72	0.022422
3	73	0.0218283
3	74	0.0212131
3	75	0.0205769
3	76	0.0199204
3	77	0.0192442
3	78	0.0185491
3	79	0.0178357
3	80	0.0171046
3	81	0.0163567
3	82	0.0155926
3	83	0.0148132
3	84	0.0140191
3	85	0.0132112
3	86	0.0123902
3	87	0.011557
3	88	0.0107125
3	89	0.0098573
3	90	0.00899242
3	91	0.00811867
3	92	0.0072369
3	93	0.00634799
3	94	0.00545281
3	95	0.00455226
3	96	0.00364721
3	97	0.00273856
3	98	0.00182712
3	99	0
4	0	1.20569e-07
4	1	0.00120618
4	2	0.00241116
4	3	0.00361377
4	4	0.00481281
4	5	0.0060071
4	6	0.00719546
4	7	0.00837672
4	8	0.00954971
4	9	0.0107133
4	10	0.0118663
4	11	0.0130076
4	12	0.014136
4	13	0.0152505
4	14	0.01635
4	15	0.0174333
4	16	0.0184994
